"Id","Title","Time","Description","Link","ClusteredNumber","Category"
"369","India’s star Olympic football captain Samar ‘Badru’ Banerjee dead","1660981667000","","https://indianexpress.com/article/sports/football/indias-star-olympic-football-captain-samar-badru-banerjee-dead-8101190/","262","SPORTS"
"370","Thailand Para-Badminton International: Pramod Bhagat, Sukant Kadam Win Men's Doubles Gold, 3 Women Para Shuttlers Emerge Champions","1661000798030","The Indian duo defeated the Indonesian pair of Dwiyoko Dwiyoko and Fredy Setiawan 21-18 21-13 in the summit clash of the SL3-SL4 category","https://www.news18.com/news/sports/thailand-para-badminton-international-pramod-bhagat-sukant-kadam-win-mens-doubles-gold-3-women-para-shuttlers-emerge-champions-5791141.html","263","SPORTS"
"371","MotoGP to Have Sprint Races in Every Round From 2023","1661000098030","Formula One in February approved a plan to hold three sprint races instead of six in 2022 after trialling it at three races last year, and MotoGP said it would follow suit although their sprint races would have no bearing on grid positions","https://www.news18.com/news/sports/motogp-to-have-sprint-races-in-every-round-from-2023-5791033.html","264","SPORTS"
"372","WATCH: Carloz Alcaraz Executes Genius Drop Shot","1660998041030","The drop shot has been one of Alcarez’s strengths. He has used it against top-ranked players such as Rafael Nadal, Novak Djokovic, Stefanos Tsitsipas, Alexander Zverev, and most recently against Marin Cilic","https://www.news18.com/news/sports/watch-carloz-alcaraz-executes-genius-drop-shot-5789845.html","265","SPORTS"
"373","India Women Footballer Manisha Kalyan Makes Historic UEFA Champions League Debut","1660997078030","Kalyan made her official debut for Cyprus champions Apollon Ladies FC in the top flight European competition against Latvian club SFK Riga. The young striker came on in the 60th minute of the match as a substitute for Marilena Georgiou at the Makareio Stadium in Engomi","https://www.news18.com/news/football/india-women-footballer-manisha-kalyan-makes-historic-uefa-champions-league-debut-5789047.html","266","SPORTS"
"374","Jamie Vardy Extends Leicester City Stay Until 2024","1660996563030","The foxes' talisman has scored 133 Premier League goals in 272 appearances including 24 in the 2015/16 season when under Claudio Ranieri they defied the traditional powerhouses to lift the league trophy","https://www.news18.com/news/football/jamie-vardy-extends-leicester-city-stay-until-2024-5790457.html","267","SPORTS"
"375","The Extraordinary Rise and Promising Future of Indian Badminton","1660992109030","The Indian badminton unit's recent performances on the international stage including the Thomas Cup title and a rich medal haul at the Birmingham Commonwealth Games are the fruits of the labour of celebrated Indian sportsmen such as Pullela Gopichand and Prakash Padukone who have ensured that the future of Indian shuttle is in safe hands","https://www.news18.com/news/sports/the-extraordinary-rise-and-promising-future-of-indian-badminton-5789707.html","268","SPORTS"
"376","Transgender Kids Can Participate in Girls Sports in Utah After Latest Ruling","1660988923030","Instead of an outright ban, transgender girls will now be sent before a commission that will determine on a case-by-case basis if their participation compromises fairness. Utah's Republican lawmakers created the commission in a law passed earlier this year as a fallback plan to be implemented in case of an injunction against the law","https://www.news18.com/news/sports/transgender-kids-can-participate-in-girls-sports-in-utah-after-latest-ruling-5789419.html","269","SPORTS"
"377","European Athletics Championships 2022: Spain's Alvaro Martin Defends 20km Race Walk Title","1660987649030","Martin, who previously won the Euro title in Berlin in 2018 but finished fourth at last year's Tokyo Olympics, timed a personal best of 1hr 19min 11sec around the streets of the Bavarian capital in cool conditions","https://www.news18.com/news/sports/european-athletics-championships-2022-spains-alvaro-martin-defends-20km-race-walk-title-5789197.html","270","SPORTS"
"378","WWE SmackDown Results: Drew McIntyre Confronts Champion Roman Reigns","1660983724030","Drew McIntyre and the reigning WWE champion Roman Reigns faced off hyping up their much-anticipated clash at the Castle main event during WWE Friday Night Smackdown","https://www.news18.com/news/sports/wwe-smackdown-results-drew-mcintyre-confronts-champion-roman-reigns-5787541.html","271","SPORTS"
"379","Aryna Sabalenka Defeats Zhang Shuai to Secure Cincinnati Semi-Final Berth","1660978875030","Aryna Sabalenka defeated China's Zhang Shuai 6-4, 7-6(1) to make her maiden hard-court Cincinnati semifinal ","https://www.news18.com/news/sports/aryna-sabalenka-defeats-zhang-shuai-to-secure-cincinnati-semi-final-berth-5787601.html","272","SPORTS"
"380","Thomas Tuchel Gets One-Match Ban and 35,000 Pounds Fine after Antonio Conte Clash","1660977716030","Thomas Tuchel has been fined 35,000 pounds and one-match ban while Antonio Conte fined with 15,000 pounds over their clash on Sunday ","https://www.news18.com/news/football/thomas-tuchel-gets-one-match-ban-and-35000-pounds-fine-after-antonio-conte-clash-5787439.html","273","SPORTS"
"381","Champions Chess Tour: Rameshbabu Praggnanandhaa Loses to Liem Quang Le for First Defeat","1660976561030","Indian Grandmaster Rameshbabu Praggnanandhaa got defeated by Vietnam's Liem Quang Le, ending his chances of taking sole lead in FTX Crypto Cup","https://www.news18.com/news/sports/champions-chess-tour-rameshbabu-praggnanandhaa-loses-to-liem-quang-le-for-first-defeat-5787319.html","274","SPORTS"
"382","Ligue 1 : Olympique Lyonnais Emerge Stronger in the Second Half to Hammer Troyes 4-1","1660974744030","Alexandre Lacazette had Lyon in an early lead but visitors Troyes levelled the scores by half-time after Florian Tardieu equalised from the penalty spot in the 39th minute","https://www.news18.com/news/football/ligue-1-olympique-lyonnais-emerge-stronger-in-the-second-half-to-hammer-troyes-4-1-5786839.html","275","SPORTS"
"383","EXCLUSIVE | ‘I Want to be Known as Nikhat Zareen and Not a Challenger of Mary Kom’","1660971011030","In this exclusive interview with news18.com, Zareen looks back at the World Championships and CWG gold medal performances and also looks ahead. Excerpts from the chat with the immensely determined and focussed boxer","https://www.news18.com/news/sports/nikhat-zareen-cwg-2022-gold-mary-kom-boxing-boxer-not-challenger-exclusive-interview-latest-news-5786515.html","276","SPORTS"
"384","Western & Southern Open: Madison Keys Reaches Semi-Finals After Defeating Elena Rybakina","1660970516030","Western &amp; Southern Open: Madison Keys reached her second semi-final after defeating Elena Rybakina 6-2, 6-4 on Friday","https://www.news18.com/news/sports/western-southern-open-madison-keys-reaches-semi-finals-after-defeating-elena-rybakina-5786449.html","277","SPORTS"
"385","17-Year-Old Antim Becomes First Indian Girl to Win World Junior Wrestling Gold","1660968756030","Antim crushed Kazakhstan’s Altyn Shagayeva 8-0 to create history as she became the first Indian girl to win World Junior Wrestling Gold ","https://www.news18.com/news/sports/17-year-old-antim-becomes-first-indian-girl-to-win-world-junior-wrestling-gold-5786053.html","278","SPORTS"
"386","PGTI Players Championship 2022: Golfer Arjun Sharma Moves Into Sole Lead, Keeps Maiden Title Hopes Alive","1660964011030","PGTI Players Championship: Khalin Joshi on the leader’s tail in second place while Akshay Neranjen in third, joins leader group on pro debut","https://www.news18.com/news/sports/pgti-players-championship-2022-golfer-arjun-sharma-moves-into-sole-lead-keeps-maiden-title-hopes-alive-5785999.html","279","SPORTS"
"387","Elena Rybakina, the Wimbledon Champion, Will not Compete in Cincinnati","1660931855030","Elena Rybakina, who stands 4-3 since Wimbledon, was broken five times and managed only 11 winners. Keys struck 21 winners and 16 unforced errors","https://www.news18.com/news/sports/elena-rybakina-the-wimbledon-champion-will-not-compete-in-cincinnati-5785585.html","280","SPORTS"
"388","Britain's Dan Bigham sets new World Record for one Hour Track Cycling","1660931292030","The Ineos rider set his record in Grenchen, Switzerland while Victor Campenaerts of Belgium set the previous mark of 55.089km at higher altitude in Aguascalientes, Mexico, in 2019","https://www.news18.com/news/sports/britains-dan-bigham-sets-new-world-record-for-one-hour-track-cycling-5785561.html","281","SPORTS"
"389","Chelsea Sign Cesare Casadei From Inter Milan on six-Year Deal","1660930517030","Casadei started his youth career with Cervia before catching the eye at Cesena, helping their Under-15s reach the national playoffs","https://www.news18.com/news/football/chelsea-sign-cesare-casadei-from-inter-milan-on-six-year-deal-5785489.html","282","SPORTS"
"390","Pramod Bhagat and Sukant Kadam Reach Finals at Thailand Para Badminton Tournament in Singles and Men's Doubles","1660929459030","Pramod Bhagat secured his final's spot in the singles finals after defeating fellow Indian Kumar Nitesh in straight sets. The match lasted for 37 minutes and the final score read 21-12 and 21-18","https://www.news18.com/news/sports/pramod-bhagat-and-sukant-kadam-reach-finals-at-thailand-para-badminton-tournament-in-singles-and-mens-doubles-5785441.html","283","SPORTS"
"391","Former Manchester United Manager Alex Ferguson is in Court to Defend Ryan Giggs","1660928300030","Sir Alex told court on Friday that Giggs had a &quot;fantastic temperament&quot;, adding: &quot;To have a career as long as he had in a difficult position, in terms of energy, he fulfilled everything we ever wished for&quot;","https://www.news18.com/news/sports/former-manchester-united-manager-alex-ferguson-is-in-court-to-defend-ryan-giggs-5785423.html","284","SPORTS"
"392","Durand Cup 2022: Sudeva FC And Kerala Blasters Play Out a 1-1 Draw","1660927986030","Md. Ajsal drew first blood for the Delhi-based side, but a stunning strike from Mangku Kuki just three minutes later, ensured that both teams split points","https://www.news18.com/news/football/durand-cup-2022-sudeva-fc-and-kerala-blasters-play-out-a-1-1-draw-5785411.html","285","SPORTS"
"393","Bukayo Saka Will Sign a new Contract With Arsenal Says Mikel Arteta Confidently","1660927336030","Bukayo Saka has been instrumental in Arsenal making a flying start to the Premier League season with two successive wins","https://www.news18.com/news/sports/bukayo-saka-will-sign-a-new-contract-with-arsenal-says-mikel-arteta-confidently-5785345.html","286","SPORTS"
"394","Parul Kumar, Akhil Sheoran Win Men's Air Rifle Trials; Pankaj Makheja Lands Double in Juniors","1660926892030","The highlight of the day was shooter Pankaj Makheja landing a double in men’s junior 10m Air rifle, winning both the T5 and T6 trials respectively","https://www.news18.com/news/sports/parul-kumar-akhil-sheoran-win-mens-air-rifle-trials-pankaj-makheja-lands-double-in-juniors-5785351.html","287","SPORTS"
"395","Ultimate Kho Kho: Subhasis Santra Stars in Odisha Juggernauts' Win Over Rajasthan Warriors","1660926462030","In-form Jamadar provided the first three points for Rajasthan Warriors by dismissing Vishal with a brilliant sky dive in 39th second of the match before the opening batch was out in one minute and 47 seconds","https://www.news18.com/news/sports/ultimate-kho-kho-subhasis-santra-stars-in-odisha-juggernauts-win-over-rajasthan-warriors-5785357.html","288","SPORTS"
"396","N'Golo Kante is out for Several Weeks due to Injury Says Thomas Tuchel","1660925635030","Thomas Tuchel confirmed N'Golo Kante won't be back in action for an extended period, leaving Chelsea likely to be without the World Cup winner for the start of their Champions League campaign in September","https://www.news18.com/news/sports/ngolo-kante-is-out-for-several-weeks-due-to-injury-says-thoma-tuchel-5785183.html","289","SPORTS"
"397","Online Gamers Body Seeks Safe Harbour For Professionals From Tamil Nadu Ban","1660925527030","The state government has invited inputs from various stakeholders for new legislation","https://www.news18.com/news/sports/online-gamers-body-seeks-safe-harbour-for-professionals-from-tamil-nadu-ban-5785207.html","290","SPORTS"
"398","'Looking Forward to Making The Nation Proud Once Again': CWG 2022 Gold Medallist Sreeja Akula","1660923406030","Sreeja Akula won the Gold medal in the Mixed Doubles Table Tennis event with Sharath Kamal at Commonwealth Games 2022 becoming the first Indian pair to do so","https://www.news18.com/news/sports/looking-forward-to-making-the-nation-proud-once-again-cwg-2022-gold-medallist-sreeja-akula-5785153.html","291","SPORTS"
"399","'Stop Talking About it': Borussia Dortmund Rule Out Move For Cristiano Ronaldo","1660922506030","Borussia Dortmund, who lost star striker Erling Haaland to Manchester City earlier in the summer, had been linked with the 37-year-old amid uncertainty about his future at Manchester United","https://www.news18.com/news/football/stop-talking-about-it-borussia-dortmund-rule-out-move-for-cristiano-ronaldo-5785117.html","292","SPORTS"
"400","Dina Asher-Smith Demands More Research on the Effects of Periods on Performance","1660921888030","Dina Asher-Smith told British media. &quot;It's something more people need to research from a sports science perspective, because it's absolutely huge&quot;","https://www.news18.com/news/sports/dina-asher-smith-demands-more-research-on-the-effects-of-periods-on-performance-5784949.html","293","SPORTS"
"401","AIFF Ban: Sports Ministry Requests FIFA, AFC to Allow Indian Clubs Play Continental Tournaments","1660921032030","The ministry said that it has also &quot;reached out to the Indian embassy in Uzbekistan to extend assistance to the team in all possible ways&quot;","https://www.news18.com/news/football/aiff-ban-sports-ministry-requests-fifa-afc-to-allow-indian-clubs-play-continental-tournaments-5784835.html","294","SPORTS"
"402","Sports Ministry requests FIFA, AFC to allow Indian clubs play AFC tournaments","1660912104000","","https://indianexpress.com/article/sports/football/sports-ministry-requests-fifa-afc-to-allow-indian-clubs-play-afc-tournaments-8100048/","294","SPORTS"
"403","National Para Athletics C'Ships: Sumit Antil, Yogesh Kathuniya Break Javelin Throw World Records","1660919907030","Sumit Antil picked up from where he left in Tokyo and created a new world record after hurling the spear to a record distance of 68.62m in his event","https://www.news18.com/news/sports/national-para-athletics-cships-sumit-antil-yogesh-kathuniya-break-javelin-throw-world-records-5784817.html","295","SPORTS"
"404","Boxing : Oleksandr Usyk and Anthony Joshua Hit the Scales Heavier for Their Title Rematch","1660919815030","World champion Usyk weighed 15st 11lbs last time around but the 35-year-old had been expected to bulk up considerably for his first defence of the WBA, WBO, IBF and IBO belts in Jeddah","https://www.news18.com/news/sports/boxing-oleksandr-usyk-and-anthony-joshua-hit-the-scales-heavier-for-their-title-rematch-5784757.html","296","SPORTS"
"405","""Knows How To Dominate"": Watson Names Pak Star As 1st Pick In World T20 XI","1661320014000","Shane Watsonwas asked to name five players who would be his first choices for a World T20I XI and he chose Pakistan skipper Babar Azam","https://sports.ndtv.com/cricket/knows-how-to-dominate-shane-watson-picks-pakistan-star-as-first-choice-in-his-world-t20i-xi-3281335","297","SPORTS"
"406","Hayley Matthews Joins Harmanpreet Kaur At Melbourne Renegades For WBBL","1661319573000","Melbourne Renegades announced on Wednesday that the West Indies skipper Hayley Matthews has signed with the club for the eighth season of the Women's Big Bash League","https://sports.ndtv.com/cricket/hayley-matthews-joins-harmanpreet-kaur-at-melbourne-renegades-for-wbbl-3281318","298","SPORTS"
"407","Topley Pulls Out Of The Hundred To Ensure Full Fitness For T20 World Cup","1661318727000","Topley has been a standout bowler in summer for the English white-ball team, taking 17 wickets in 10 matches against England and South Africa","https://sports.ndtv.com/cricket/reece-topley-pulls-out-of-the-hundred-to-ensure-full-fitness-for-t20-world-cup-2022-3281260","299","SPORTS"
"408","England Vow To Stick With 'Bazball' In Bid To Level South Africa Series","1661318444000","England captain Ben Stokes has insisted there will be no let-up in the team's attacking approach as they look to bounce back in the second Test against South Africa","https://sports.ndtv.com/cricket/england-vow-to-stick-with-bazball-in-bid-to-level-south-africa-series-3281245","300","SPORTS"
"409","Pakistan Women's Team Coach David Hemp Set To Leave After October","1661316800000","David Hemp is not seeking an extension to his two-year deal, which will expire in October. This will cause Hemp's departure from the women's team","https://sports.ndtv.com/cricket/pakistan-womens-team-coach-david-hemp-not-seeking-two-year-extension-set-to-leave-after-oct-3281184","301","SPORTS"
"410","Asia Cup Qualifier: UAE, Hong Kong, Kuwait Still In Contention To Qualify","1661315738000","The final spot at Asia Cup 2022 will be decided during the final day of the ongoing qualifier, with three teams still in contention to play India and Pakistan in the tournament","https://sports.ndtv.com/cricket/asia-cup-2022-qualifier-uae-hong-kong-kuwait-still-in-contention-to-qualify-3281135","302","SPORTS"
"411"," Losing Shaheen Shah Afridi is a big setback to us before Asia Cup: Pakistan head coach Saqlain Mushtaq ","1661176446030","     Losing Shaheen Shah Afridi is a big setback to us before Asia Cup: Saqlain Mushtaq"," https://www.indiatoday.in/sports/cricket/story/losing-shaheen-shah-afridi-is-a-big-setback-to-us-before-asia-cup-pakistan-head-coach-saqlain-mushtaq-1991187-2022-08-22?utm_source=rss ","302","SPORTS"
"412","Losing Shaheen Afridi before Asia Cup is a big setback for Pakistan: Saqlain","1661174463000","","https://indianexpress.com/article/sports/cricket/losing-shaheen-afridi-before-asia-cup-is-a-big-setback-for-pakistan-saqlain-8105174/","302","SPORTS"
"413","Asia Cup: Mohammad Hasnain to replace injured Shaheen Shah Afridi in Pakistan squad","1661154839000","","https://indianexpress.com/article/sports/cricket/asia-cup-mohammad-hasnain-to-replace-injured-shaheen-shah-afridi-in-pakistan-squad-8104632/","302","SPORTS"
"414","Shaheen Shah Afridi ruled out of Asia Cup with injury","1660993453000","","https://indianexpress.com/article/sports/cricket/shaheen-shah-afridi-ruled-out-from-the-asia-cup-8101505/","302","SPORTS"
"415"," Asia Cup 2022: Shaheen Afridi's injury massive setback for Pakistan, says Inzamam-ul-Haq ","1661172640030","     Asia Cup: Shaheen's absence massive setback for Pakistan, says Inzamam"," https://www.indiatoday.in/sports/cricket/story/asia-cup-shaheen-afridi-injury-inzamam-ul-haq-india-vs-pakistan-1991160-2022-08-22?utm_source=rss ","302","SPORTS"
"416"," Asia Cup 2022: Mohammad Hasnain replaces Shaheen Afridi in Pakistan squad  ","1661155761030","     Asia Cup: Mohammad Hasnain replaces Shaheen Afridi in Pakistan squad"," https://www.indiatoday.in/sports/cricket/story/asia-cup-2022-mohammad-hasnain-replaces-shaheen-afridi-in-pakistan-squad-1991004-2022-08-22?utm_source=rss ","302","SPORTS"
"417"," Shahid Afridi on Virat Kohli's future ahead of Asia Cup 2022: It's in his own hands ","1661143193030","     Shahid Afridi on Kohli's future ahead of Asia Cup: It's in his own hands"," https://www.indiatoday.in/sports/cricket/story/shahid-afridi-shares-his-views-on-virat-kohli-future-asia-cup-1990866-2022-08-22?utm_source=rss ","302","SPORTS"
"418"," Asia Cup 2022: Shahid Afridi has a hilarious take on Shaheen Shah Afridi’s knee injury – Told him not to dive ","1661106431030","     Told him not to dive: Shahid Afridi has a hilarious take on Shaheen’s injury"," https://www.indiatoday.in/sports/cricket/story/asia-cup-2022-shahid-afridi-has-a-hilarious-take-on-shaheen-shah-afridi-s-knee-injury-told-him-not-to-dive-1990800-2022-08-21?utm_source=rss ","302","SPORTS"
"419"," Asia Cup | Mohammad Amir cheekily reacts after Shaheen Shah Afridi ruled out: I am trending on Twitter but why?  ","1661051817030","     Mohammad Amir cheekily reacts after Shaheen Shah Afridi ruled out of Asia Cup "," https://www.indiatoday.in/sports/cricket/story/asia-cup-mohammad-amir-cheekily-reacts-after-shaheen-shah-afridi-ruled-out-i-am-trending-on-twitter-but-why-1990549-2022-08-21?utm_source=rss ","302","SPORTS"
"420","""Next 5 Years Scary"": Why Warner Is Glad To Be In ""Back End"" Of Career","1661314402000","Australian opener David Warner, who signed a two-year deal with Sydney Thunder in Big Bash League, said that the packed cricket calendar is getting ""difficult"" for the players.","https://sports.ndtv.com/cricket/next-five-years-are-scary-why-david-warners-glad-he-is-at-the-back-end-of-career-3281087","303","SPORTS"
"421","Watch: Rizwan Practices Power-hitting Ahead Of Asia Cup Match vs India","1661313927000","Mohammad Rizwan is working on his big-hitting skills ahead of Pakistan's Asia Cup clash against arch-rivals India.","https://sports.ndtv.com/cricket/mohammad-rizwan-practices-power-hitting-ahead-of-india-vs-pakistan-asia-cup-match-watch-3281070","304","SPORTS"
"422","""100 Nahi Aa Raha,"" Shubman Gill Once Told Yuvraj Singh. Here's The Reply","1661313333000","A maiden international century had been eluding Shubman Gill, despite coming close on a few occasions, but he revealed how a chat with Yuvraj Singh helped end his wait.","https://sports.ndtv.com/cricket/100-nahi-aa-raha-shubman-gill-once-told-yuvraj-singh-after-missing-tons-then-came-this-reply-3281038","305","SPORTS"
"423"," India tour of Zimbabwe: Going to cherish this one, says Shubman Gill after hitting maiden ODI century  ","1661192126030","     ZIM vs IND: Going to cherish this one, says Gill after hitting maiden ODI century"," https://www.indiatoday.in/sports/cricket/story/india-tour-of-zimbabwe-going-to-cherish-this-one-says-shubman-gill-after-hitting-maiden-odi-century-1991286-2022-08-22?utm_source=rss ","305","SPORTS"
"424"," ZIM vs IND | Many more to come: Yuvraj Singh wishes Shubman Gill after young India star hits maiden ODI hundred ","1661166175030","     Many more to come: Yuvraj wishes Gill after India star hits maiden ODI hundred"," https://www.indiatoday.in/sports/cricket/story/zimbabwe-vs-india-shubman-gill-century-yuvraj-singh-irfan-pathan-reaction-1991105-2022-08-22?utm_source=rss ","305","SPORTS"
"425"," Zimbabwe vs India | Shubman Gill hits maiden hundred days after Port Of Spain heartbreak ","1661163478030","     Shubman Gill hits maiden hundred days after Port Of Spain heartbreak"," https://www.indiatoday.in/sports/cricket/story/zimbabwe-vs-india-shubman-gill-slams-maiden-hundred-as-india-in-firm-control-of-third-odi-1991085-2022-08-22?utm_source=rss ","305","SPORTS"
"426","Hong Kong vs UAE: When And Where To Watch Live Telecast","1661312331000","The clash between the two sides will be interesting one as Hong Kong will look to flawlessly end their Asia Cup qualifier campaign","https://sports.ndtv.com/cricket/hong-kong-vs-uae-asia-cup-qualifier-when-and-where-to-watch-live-telecast-live-streaming-3281007","306","SPORTS"
"427","Singapore vs Kuwait: When And Where To Watch Live Telecast","1661310849000","Singapore are yet to register their first win of the tournament, as they have lost their opening games against Hong Kong and UAE","https://sports.ndtv.com/cricket/singapore-vs-kuwait-asia-cup-qualifier-when-and-where-to-watch-live-telecast-live-streaming-3280972","307","SPORTS"
"428","Watch: Hardik Pandya Imitates Bumrah's Bowling And Celebration In Nets","1661310527000","While Hardik Pandya has been named in India's squad for the upcoming Asia Cup, Jasprit Bumrah will miss the event due to a back injury.","https://sports.ndtv.com/cricket/hardik-pandya-imitates-jasprit-bumrahs-bowling-and-celebration-in-training-internet-is-amazed-watch-3280966","308","SPORTS"
"429","Real Madrid And Rivals Await Champions League Draw In Istanbul","1661309594000","Title holders Real Madrid and the rest of Europe's elite clubs will be able to start plotting their route to Champions League glory when the draw for this season's group stage is made in Istanbul on...","https://sports.ndtv.com/football/real-madrid-and-rivals-await-champions-league-draw-in-istanbul-3280951","309","SPORTS"
"430","Two Bangladesh Players Ruled Out Due To Injury Ahead Of Asia Cup 2022","1661278802000","After being reinstated as Bangladesh's T20I captain earlier this month, Shakib Al Hasan will lead Bangladesh at Asia Cup 2022.","https://sports.ndtv.com/cricket/two-bangladesh-players-ruled-out-due-to-injury-ahead-of-asia-cup-2022-3280706","310","SPORTS"
"431","West Indies Penalized For Slow Over-Rate, Road To India 2023 Suffers Blow","1661278209000","The World Cup Qualifier in Zimbabwe would be the only route for West Indies to reach India in 2023 if they finish outside the top eight in terms of Super League rankings.","https://sports.ndtv.com/cricket/west-indies-penalized-for-slow-over-rate-road-to-india-2023-suffers-a-blow-3280681","311","SPORTS"
"432","""Need To Be Observed"" Shastri On 2 Stars Whose Workload Should Be Managed","1661275396000","Former India coach Ravi Shastri has now picked two players whose workload needs to be managed leading up to the T20 World Cup","https://sports.ndtv.com/cricket/need-to-be-observed-ravi-shastri-picks-two-india-stars-whose-workload-needs-to-be-managed-3280572","312","SPORTS"
"433","Ukraine Begins Football Season In Spite Of War","1661271520000","Ukraine on Tuesday launched its new football season despite Russia's ongoing invasion, in an apparent attempt to give a morale boost to the war-ravaged nation.","https://sports.ndtv.com/football/ukraine-begins-football-season-in-spite-of-war-3280344","313","SPORTS"
"434"," All India Football Federation requests FIFA to lift ban: The conditions you set out stand satisfied ","1661323229030","     AIFF requests FIFA to lift ban: The conditions stand satisfied"," https://www.indiatoday.in/sports/football/story/all-india-football-federation-requests-fifa-to-lift-ban-the-conditions-you-set-out-stand-satisfied-1991892-2022-08-24?utm_source=rss ","314","SPORTS"
"435"," BWF World Championships: Dhruv Kapila and MR Arjun stun 8th seeds Kim Astrup-Anders Rasmussen, reach pre-quarters ","1661323199030","     Badminton Worlds: India's Dhruv-Arjun pairing stun 8th seeds, enter pre-quarters"," https://www.indiatoday.in/sports/badminton/story/bwf-world-championships-dhruv-kapila-and-mr-arjun-stun-8th-seeds-kim-astrup-anders-rasmussen-reach-pre-quarters-1991889-2022-08-24?utm_source=rss ","315","SPORTS"
"436"," IPL: Punjab Kings slam rumours about captain Mayank Agarwal’s sacking, issue statement ","1661321102030","     IPL: PBKS slam rumours about Mayank Agarwal’s sacking, issue statement"," https://www.indiatoday.in/sports/cricket/story/ipl-punjab-kings-slam-rumours-about-captain-mayank-agarwal-s-sacking-issue-statement-1991870-2022-08-24?utm_source=rss ","316","SPORTS"
"437"," Novak Djokovic missing US Open over Covid vaccine status is a joke: John McEnroe ","1661320394030","     Novak Djokovic missing US Open over vaccine status a joke: McEnroe"," https://www.indiatoday.in/sports/tennis/story/novak-djokovic-missing-us-open-over-covid-vaccine-status-is-a-joke-john-mcenroe-1991864-2022-08-24?utm_source=rss ","317","SPORTS"
"438"," Virat Kohli's presence doesn't instill fear in bowlers' minds anymore: Aakash Chopra ","1661317618030","     Virat Kohli's presence doesn't instill fear in bowlers' minds: Aakash Chopra"," https://www.indiatoday.in/sports/cricket/story/virat-kohli-s-presence-doesn-t-instill-fear-in-bowlers-minds-anymore-aakash-chopra-1991830-2022-08-24?utm_source=rss ","318","SPORTS"
"439"," Asia Cup: No variation in Pakistan's bowling line-up in Shaheen Afridi's absence, says Wasim Akram ","1661315686030","     Asia Cup: No variation in Pakistan's bowling line-up in Afridi's absence, says Akram"," https://www.indiatoday.in/sports/asia-cup-2022/story/wasim-akram-shaheen-afridi-absence-asia-cup-india-vs-pakistan-babar-azam-1991819-2022-08-24?utm_source=rss ","319","SPORTS"
"440"," Jos Buttler hopes to recover in time for T20 World Cup, to tour Pakistan with England ","1661313061030","     Injured Jos Buttler hopes to recover in time for T20 World Cup "," https://www.indiatoday.in/sports/cricket/story/jos-buttler-hopes-to-recover-in-time-for-t20-world-cup-to-tour-pakistan-vs-england-1991803-2022-08-24?utm_source=rss ","320","SPORTS"
"441"," US Open: There will be no fairytale ending for Serena Williams, says Martina Navratilova ","1661311656030","     US Open: There will be no fairytale ending for Serena, says Navratilova"," https://www.indiatoday.in/sports/tennis/story/serena-williams-us-open-2022-no-fairytale-farewell-martina-navratilova-1991796-2022-08-24?utm_source=rss ","321","SPORTS"
"442"," Badminton World Championships: Ashwini Ponnappa-Sikki Reddy pair knocked out in 2nd round ","1661309327030","     Badminton Worlds: Ashwini Ponnappa-Sikki Reddy knocked out in 2nd round "," https://www.indiatoday.in/sports/badminton/story/bwf-world-championships-ashwini-ponnappa-sikki-reddy-pooja-sanjana-1991786-2022-08-24?utm_source=rss ","322","SPORTS"
"443"," Asia Cup: India were a bit timid at the top, should continue aggressive approach in T20s, says Ravi Shastri ","1661307371030","     India were a bit timid at the top in T20I cricket, says Ravi Shastri "," https://www.indiatoday.in/sports/asia-cup-2022/story/ravi-shastri-india-timid-t20i-asia-cup-virat-kohli-kl-rahul-1991777-2022-08-24?utm_source=rss ","323","SPORTS"
"444"," Asia Cup 2022: Mahmudullah and Mushfiqur Rahim know what their responsibilities are, says Shakib Al Hasan  ","1661279248030","     Mahmudullah and Mushfiqur know what their responsibilities are for Asia Cup: Shakib "," https://www.indiatoday.in/sports/asia-cup-2022/story/mahmudullah-and-mushfiqur-rahim-know-what-their-responsibilities-are-says-shakib-al-hasan-1991746-2022-08-23?utm_source=rss ","324","SPORTS"
"445"," It has been difficult on me and my young family: David Hemp to leave Pakistan women's coach role ","1661278975030","     It has been difficult on me and my young family: Hemp to leave PAK women's coach role"," https://www.indiatoday.in/sports/cricket/story/it-has-been-difficult-on-me-and-my-young-family-david-hemp-to-leave-pakistan-women-s-coach-role-1991745-2022-08-23?utm_source=rss ","325","SPORTS"
"446"," If you take things for granted, Mother Cricket is going to kick you on the backside: South Africa pacer Marco Jansen ","1661277897030","     Jansen doesn’t take things for granted to avoid Mother Cricket’s ‘kick on the backside’"," https://www.indiatoday.in/sports/cricket/story/if-you-take-things-for-granted-mother-cricket-is-going-to-kick-you-on-the-backside-south-africa-pacer-marco-jansen-1991737-2022-08-23?utm_source=rss ","326","SPORTS"
"447"," We don't have any kind of issues: Jurgen Klopp on James Milner and Virgil van Dijk's heated exchange  ","1661270056030","     We don't have any kind of issues: Klopp on Milner and Van Dijk's heated exchange "," https://www.indiatoday.in/sports/football/story/we-don-t-have-any-kind-of-issues-jurgen-klopp-on-james-milner-and-virgil-van-dijk-s-heated-exchange-1991704-2022-08-23?utm_source=rss ","327","SPORTS"
